issuerName,issuerTicker,txType,tradeValue,reportingGap,Description,pubDate,filingDate,txDate,value,gender,firstName,lastName,party,owner,chamber,price,filingURL,comment
Apple Inc,AAPL:US,sell,1K–15K,27.0,Tommy Tuberville sold $8000 of Apple Inc (AAPL:US) on 2023-05-19. He filed the trade after 27 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-19,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $165.00 Expires: 03/15/2024
United States Steel Corp,X:US,sell,1K–15K,27.0,Tommy Tuberville sold $8000 of United States Steel Corp (X:US) on 2023-05-19. He filed the trade after 27 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-19,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $20.00 Expires: 10/20/2023
Occidental Petroleum Corp,OXY:US,sell,1K–15K,27.0,Tommy Tuberville sold $8000 of Occidental Petroleum Corp (OXY:US) on 2023-05-19. He filed the trade after 27 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-19,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $57.50 Expires: 11/17/2023
Occidental Petroleum Corp,OXY:US,sell,1K–15K,27.0,Tommy Tuberville sold $8000 of Occidental Petroleum Corp (OXY:US) on 2023-05-19. He filed the trade after 27 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-19,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $57.50 Expires: 11/17/2023
Cleveland-Cliffs Inc,CLF:US,sell,1K–15K,28.0,Tommy Tuberville sold $8000 of Cleveland-Cliffs Inc (CLF:US) on 2023-05-18. He filed the trade after 28 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-18,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Call Strike price: $19.00 Expires: 01/19/2024
The Clorox Co,CLX:US,sell,1K–15K,29.0,Tommy Tuberville sold $8000 of The Clorox Co (CLX:US) on 2023-05-17. He filed the trade after 29 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-17,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $155.00 Expires: 01/19/2024
The Clorox Co,CLX:US,sell,1K–15K,29.0,Tommy Tuberville sold $8000 of The Clorox Co (CLX:US) on 2023-05-17. He filed the trade after 29 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-17,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $155.00 Expires: 01/19/2024
Ford Motor Co,F:US,sell,1K–15K,29.0,Tommy Tuberville sold $8000 of Ford Motor Co (F:US) on 2023-05-17. He filed the trade after 29 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-17,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Call Strike price: $14.35 Expires: 06/21/2024
Cleveland-Cliffs Inc,CLF:US,sell,1K–15K,29.0,Tommy Tuberville sold $8000 of Cleveland-Cliffs Inc (CLF:US) on 2023-05-17. He filed the trade after 29 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-17,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Call Strike price: $20.00 Expires: 06/21/2024
Cleveland-Cliffs Inc,CLF:US,sell,1K–15K,29.0,Tommy Tuberville sold $8000 of Cleveland-Cliffs Inc (CLF:US) on 2023-05-17. He filed the trade after 29 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-17,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Call Strike price: $20.00 Expires: 06/21/2024
The Clorox Co,CLX:US,sell,1K–15K,38.0,Tommy Tuberville sold $8000 of The Clorox Co (CLX:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $160.00 Expires: 10/20/2023
The Clorox Co,CLX:US,sell,1K–15K,38.0,Tommy Tuberville sold $8000 of The Clorox Co (CLX:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $160.00 Expires: 10/20/2023
The Procter \u0026 Gamble Co,PG:US,sell,1K–15K,38.0,Tommy Tuberville sold $8000 of The Procter & Gamble Co (PG:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $150.00 Expires: 01/19/2024
The Procter \u0026 Gamble Co,PG:US,sell,1K–15K,38.0,Tommy Tuberville sold $8000 of The Procter & Gamble Co (PG:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $150.00 Expires: 01/19/2024
The Procter \u0026 Gamble Co,PG:US,sell,1K–15K,38.0,Tommy Tuberville sold $8000 of The Procter & Gamble Co (PG:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $150.00 Expires: 01/19/2024
United States Steel Corp,X:US,sell,1K–15K,38.0,Tommy Tuberville sold $8000 of United States Steel Corp (X:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $20.00 Expires: 06/21/2024
Barrick Gold Corp,GOLD:US,sell,1K–15K,38.0,Tommy Tuberville sold $8000 of Barrick Gold Corp (GOLD:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Call Strike price: $22.00 Expires: 12/15/2023
Barrick Gold Corp,GOLD:US,sell,1K–15K,38.0,Tommy Tuberville sold $8000 of Barrick Gold Corp (GOLD:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,Option Type: Put Strike price: $19.00 Expires: 12/15/2023
Regions Financial Corp,RF:US,buy,1K–15K,38.0,Tommy Tuberville bought $8000 of Regions Financial Corp (RF:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
QUALCOMM Inc,QCOM:US,buy,1K–15K,38.0,Tommy Tuberville bought $8000 of QUALCOMM Inc (QCOM:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
KeyCorp,KEY:US,buy,1K–15K,38.0,Tommy Tuberville bought $8000 of KeyCorp (KEY:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
Citizens Financial Group Inc,CFG:US,buy,1K–15K,38.0,Tommy Tuberville bought $8000 of Citizens Financial Group Inc (CFG:US) on 2023-05-08. He filed the trade after 38 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
CME CATTLE,,buy,1K–15K,15.0,Tommy Tuberville bought $8000 of CME CATTLE on 2023-05-31. He filed the trade after 15 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-31,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
CME SOYBEAN MEAL,,sell,1K–15K,20.0,Tommy Tuberville sold $8000 of CME SOYBEAN MEAL on 2023-05-26. He filed the trade after 20 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-26,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
CME SOYBEAN MEAL,,sell,1K–15K,28.0,Tommy Tuberville sold $8000 of CME SOYBEAN MEAL on 2023-05-18. He filed the trade after 28 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-18,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
CME SOYBEAN MEAL,,buy,1K–15K,30.0,Tommy Tuberville bought $8000 of CME SOYBEAN MEAL on 2023-05-16. He filed the trade after 30 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-16,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
CME CORN,,sell,1K–15K,29.0,Tommy Tuberville sold $8000 of CME CORN on 2023-05-17. He filed the trade after 29 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-17,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
CME CATTLE,,buy,1K–15K,42.0,Tommy Tuberville bought $8000 of CME CATTLE on 2023-05-04. He filed the trade after 42 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-04,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
CME CATTLE,,buy,1K–15K,45.0,Tommy Tuberville bought $8000 of CME CATTLE on 2023-05-01. He filed the trade after 45 days.,2023-06-15T21:15:11Z,2023-06-15,2023-05-01,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/da5e8124-07be-4e4a-8bb8-82dc7331e90c/,
3M Co,MMM:US,sell,1K–15K,32.0,Angus King sold $8000 of 3M Co (MMM:US) on 2023-05-19. He filed the trade after 32 days.,2023-06-20T13:15:09Z,2023-06-20,2023-05-19,,male,Angus,King,other,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/0165d493-3c0e-4404-a4f0-dd99c1f95160/,
Booz Allen Hamilton Holding Corporation,BAH:US,buy,1K–15K,39.0,Tom Carper bought $8000 of Booz Allen Hamilton Holding Corporation (BAH:US) on 2023-05-22. He filed the trade after 39 days.,2023-06-30T18:15:12Z,2023-06-30,2023-05-22,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/bfa6da09-7bdc-4d02-b50d-47c9c94a66a0/,
Intellia Therapeutics Inc,NTLA:US,buy,1K–15K,39.0,Tom Carper bought $8000 of Intellia Therapeutics Inc (NTLA:US) on 2023-05-22. He filed the trade after 39 days.,2023-06-30T18:15:12Z,2023-06-30,2023-05-22,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/bfa6da09-7bdc-4d02-b50d-47c9c94a66a0/,
Keysight Technologies Inc,KEYS:US,sell,1K–15K,39.0,Tom Carper sold $8000 of Keysight Technologies Inc (KEYS:US) on 2023-05-22. He filed the trade after 39 days.,2023-06-30T18:15:12Z,2023-06-30,2023-05-22,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/bfa6da09-7bdc-4d02-b50d-47c9c94a66a0/,
The Walt Disney Co,DIS:US,sell,1K–15K,39.0,Tom Carper sold $8000 of The Walt Disney Co (DIS:US) on 2023-05-22. He filed the trade after 39 days.,2023-06-30T18:15:12Z,2023-06-30,2023-05-22,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/bfa6da09-7bdc-4d02-b50d-47c9c94a66a0/,
PayPal Holdings Inc,PYPL:US,sell,1K–15K,52.0,Tom Carper sold $8000 of PayPal Holdings Inc (PYPL:US) on 2023-05-09. He filed the trade after 52 days.,2023-06-30T18:15:12Z,2023-06-30,2023-05-09,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/bfa6da09-7bdc-4d02-b50d-47c9c94a66a0/,
Eaton Corp PLC,ETN:US,sell,1K–15K,10.0,Tom Carper sold $8000 of Eaton Corp PLC (ETN:US) on 2023-06-20. He filed the trade after 10 days.,2023-06-30T20:00:11Z,2023-06-30,2023-06-20,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/4051c0ea-b864-490b-b70f-ae138819aa7e/,
International Flavors \u0026 Fragrances Inc,IFF:US,buy,1K–15K,24.0,Gary Peters bought $8000 of International Flavors & Fragrances Inc (IFF:US) on 2023-06-06. He filed the trade after 24 days.,2023-06-30T21:15:10Z,2023-06-30,2023-06-06,,male,Gary,Peters,democrat,self,senate,,https://efdsearch.senate.gov/search/view/ptr/f1af8e74-b65e-4886-9361-bc13bd413bc8/,
SENTERA INC,,buy,15K–50K,42.0,Richard Blumenthal bought $32500 of SENTERA INC on 2023-05-30. He filed the trade after 42 days.,2023-07-13T03:00:13Z,2023-07-11,2023-05-30,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/45b4a191-b18e-4a4b-89cd-d92bc5edd777/,
Apple Inc,AAPL:US,sell,1K–15K,19.0,John Boozman sold $8000 of Apple Inc (AAPL:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Apple Inc,AAPL:US,sell,1K–15K,13.0,John Boozman sold $8000 of Apple Inc (AAPL:US) on 2023-06-29. He filed the trade after 13 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-29,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Goldman Sachs Access Investment Grade Corporate Bond ETF,GIGB:US,sell,1K–15K,29.0,John Boozman sold $8000 of Goldman Sachs Access Investment Grade Corporate Bond ETF (GIGB:US) on 2023-06-13. He filed the trade after 29 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-13,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares Trust iShares 20 Year Treasury Bond ETF,TLT:US,sell,1K–15K,29.0,John Boozman sold $8000 of iShares Trust iShares 20 Year Treasury Bond ETF (TLT:US) on 2023-06-13. He filed the trade after 29 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-13,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares 7-10 Year Treasury Bond ETF,IEF:US,sell,1K–15K,29.0,John Boozman sold $8000 of iShares 7-10 Year Treasury Bond ETF (IEF:US) on 2023-06-13. He filed the trade after 29 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-13,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares MSCI EAFE ETF,EFA:US,sell,1K–15K,21.0,John Boozman sold $8000 of iShares MSCI EAFE ETF (EFA:US) on 2023-06-21. He filed the trade after 21 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-21,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares MSCI EAFE ETF,EFA:US,sell,15K–50K,19.0,John Boozman sold $32500 of iShares MSCI EAFE ETF (EFA:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares S\u0026P 500 Growth ETF,IVW:US,sell,1K–15K,19.0,John Boozman sold $8000 of iShares S&P 500 Growth ETF (IVW:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
ISHARES S\u0026P 500 INDEX FUND,BSPIX:US,sell,1K–15K,19.0,John Boozman sold $8000 of ISHARES S&P 500 INDEX FUND (BSPIX:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Janus Henderson Mortgage-Backed Securities ETF,JMBS:US,sell,15K–50K,29.0,John Boozman sold $32500 of Janus Henderson Mortgage-Backed Securities ETF (JMBS:US) on 2023-06-13. He filed the trade after 29 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-13,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Lam Research Corp,LRCX:US,sell,1K–15K,12.0,John Boozman sold $8000 of Lam Research Corp (LRCX:US) on 2023-06-30. He filed the trade after 12 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-30,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Schwab US TIPS ETF,SCHP:US,sell,1K–15K,29.0,John Boozman sold $8000 of Schwab US TIPS ETF (SCHP:US) on 2023-06-13. He filed the trade after 29 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-13,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
First Trust Europe AlphaDEX Fund,FEP:US,buy,1K–15K,19.0,John Boozman bought $8000 of First Trust Europe AlphaDEX Fund (FEP:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
FRANKLIN FTSE JAPAN ETF,FLJP:US,buy,1K–15K,22.0,John Boozman bought $8000 of FRANKLIN FTSE JAPAN ETF (FLJP:US) on 2023-06-20. He filed the trade after 22 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-20,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
FRANKLIN FTSE JAPAN ETF,FLJP:US,buy,1K–15K,21.0,John Boozman bought $8000 of FRANKLIN FTSE JAPAN ETF (FLJP:US) on 2023-06-21. He filed the trade after 21 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-21,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
FRANKLIN FTSE JAPAN ETF,FLJP:US,buy,1K–15K,19.0,John Boozman bought $8000 of FRANKLIN FTSE JAPAN ETF (FLJP:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Goldman Sachs Access Investment Grade Corporate Bond ETF,GIGB:US,buy,15K–50K,19.0,John Boozman bought $32500 of Goldman Sachs Access Investment Grade Corporate Bond ETF (GIGB:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares Trust iShares 20 Year Treasury Bond ETF,TLT:US,buy,1K–15K,19.0,John Boozman bought $8000 of iShares Trust iShares 20 Year Treasury Bond ETF (TLT:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares 3-7 Year Treasury Bond ETF,IEI:US,buy,1K–15K,19.0,John Boozman bought $8000 of iShares 3-7 Year Treasury Bond ETF (IEI:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares 1-3 Year Treasury Bond ETF,SHY:US,buy,1K–15K,29.0,John Boozman bought $8000 of iShares 1-3 Year Treasury Bond ETF (SHY:US) on 2023-06-13. He filed the trade after 29 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-13,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares 1-3 Year Treasury Bond ETF,SHY:US,buy,1K–15K,19.0,John Boozman bought $8000 of iShares 1-3 Year Treasury Bond ETF (SHY:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
iShares 7-10 Year Treasury Bond ETF,IEF:US,buy,1K–15K,19.0,John Boozman bought $8000 of iShares 7-10 Year Treasury Bond ETF (IEF:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Janus Henderson Mortgage-Backed Securities ETF,JMBS:US,buy,15K–50K,19.0,John Boozman bought $32500 of Janus Henderson Mortgage-Backed Securities ETF (JMBS:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Schwab US TIPS ETF,SCHP:US,buy,1K–15K,19.0,John Boozman bought $8000 of Schwab US TIPS ETF (SCHP:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Skyworks Solutions Inc,SWKS:US,buy,1K–15K,13.0,John Boozman bought $8000 of Skyworks Solutions Inc (SWKS:US) on 2023-06-29. He filed the trade after 13 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-29,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
SPDR S\u0026P 500 ETF Trust,SPY:US,buy,1K–15K,19.0,John Boozman bought $8000 of SPDR S&P 500 ETF Trust (SPY:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Vanguard FTSE Developed Markets ETF,VEA:US,buy,15K–50K,19.0,John Boozman bought $32500 of Vanguard FTSE Developed Markets ETF (VEA:US) on 2023-06-23. He filed the trade after 19 days.,2023-07-13T18:15:10Z,2023-07-12,2023-06-23,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/ab1c52c9-9881-4142-81a1-4081210c40a0/,
Cleveland-Cliffs Inc,CLF:US,sell,1K–15K,15.0,Tommy Tuberville sold $8000 of Cleveland-Cliffs Inc (CLF:US) on 2023-06-29. He filed the trade after 15 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-29,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,Option Type: Call Strike price: $17.00 Expires: 09/15/2023
United States Steel Corp,X:US,sell,50K–100K,24.0,Tommy Tuberville sold $75000 of United States Steel Corp (X:US) on 2023-06-20. He filed the trade after 24 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-20,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Microsoft Corp,MSFT:US,sell,250K–500K,24.0,Tommy Tuberville sold $375000 of Microsoft Corp (MSFT:US) on 2023-06-20. He filed the trade after 24 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-20,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
Cleveland-Cliffs Inc,CLF:US,buy,15K–50K,24.0,Tommy Tuberville bought $32500 of Cleveland-Cliffs Inc (CLF:US) on 2023-06-20. He filed the trade after 24 days.,2023-07-14T17:15:11Z,2023-07-14,2023-06-20,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/90e958fd-45d3-422f-b33e-935092384205/,
